date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:14:01	2215/2215	---MCZ	200	added ('OK')	text/xml	date:Wed,%2022%20Nov%202023%2014:13:58%20GMT	https://medperto.com.br/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmedperto.com.br%2Fproduct-2%2F&format=xml	C:/Users/User/Desktop/tentativa%203/medperto.com.br/wp-json/oembed/1.0/embedf49f	(from https://medperto.com.br/product-2/)
11:14:05	677/677	---MCZ	200	added ('OK')	text/css	etag:W/%222a5-60ab1d1c68186%22	https://medperto.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css?ver=5.15.3	C:/Users/User/Desktop/tentativa%203/medperto.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min52d5.css	(from https://medperto.com.br/contact/)
11:14:10	13778/13778	---MCZ	200	added ('OK')	application/json	date:Wed,%2022%20Nov%202023%2014:14:06%20GMT	https://medperto.com.br/wp-json/wp/v2/pages/533	C:/Users/User/Desktop/tentativa%203/medperto.com.br/wp-json/wp/v2/pages/533.json	(from https://medperto.com.br/contact/)
11:14:14	2208/2208	---MCZ	200	added ('OK')	text/xml	date:Wed,%2022%20Nov%202023%2014:14:11%20GMT	https://medperto.com.br/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmedperto.com.br%2Fcontact%2F&format=xml	C:/Users/User/Desktop/tentativa%203/medperto.com.br/wp-json/oembed/1.0/embeda2d4	(from https://medperto.com.br/contact/)
11:14:14	9921/9921	---MCZ	200	added ('OK')	text/css	etag:W/%2226c1-60ab1d1bc97ea%22	http://medperto.com.br/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css	C:/Users/User/Desktop/tentativa%203/medperto.com.br/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css	(from https://medperto.com.br/contact/)
11:14:18	4014/4014	---M--	200	added ('OK')	application/javascript	etag:%22fae-60ab4ae6ddf25%22	https://medperto.com.br/wp-content/plugins/wpforms-lite/assets/lib/mailcheck.min.js?ver=1.1.2	C:/Users/User/Desktop/tentativa%203/medperto.com.br/wp-content/plugins/wpforms-lite/assets/lib/mailcheck.mincfa9.js	(from https://medperto.com.br/contact/)
11:14:21	1713/1713	---M--	200	added ('OK')	application/javascript	etag:%226b1-60ab4ae6deadc%22	https://medperto.com.br/wp-content/plugins/wpforms-lite/assets/lib/punycode.min.js?ver=1.0.0	C:/Users/User/Desktop/tentativa%203/medperto.com.br/wp-content/plugins/wpforms-lite/assets/lib/punycode.min8a54.js	(from https://medperto.com.br/contact/)
11:14:27	13577/13577	---M--	200	added ('OK')	application/javascript	etag:%223509-5fdabee5f2100%22	https://medperto.com.br/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/Users/User/Desktop/tentativa%203/medperto.com.br/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://medperto.com.br/)
11:14:34	87553/87553	---M--	200	added ('OK')	application/javascript	etag:%2215601-603fed35e19c0%22	https://medperto.com.br/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/Users/User/Desktop/tentativa%203/medperto.com.br/wp-includes/js/jquery/jquery.minf43b.js	(from https://medperto.com.br/)
11:16:13	1756729/1756729	---M--	200	added ('OK')	image/png	etag:%221ace39-60ab5641dd674%22	http://medperto.com.br/wp-content/uploads/2023/11/A-MedPerto-e-uma-startup-que-busca-mudar-a-maneira-de-conectar-as-pessoas.-2.png	C:/Users/User/Desktop/tentativa%203/medperto.com.br/wp-content/uploads/2023/11/A-MedPerto-e-uma-startup-que-busca-mudar-a-maneira-de-conectar-as-pessoas.-2.png	(from https://medperto.com.br/wp-content/uploads/elementor/css/post-529.css?ver=1700633364)
11:16:32	2225855/2225855	---M--	200	added ('OK')	image/png	etag:%2221f6bf-60ab4ed7fe6bd%22	http://medperto.com.br/wp-content/uploads/2023/11/A-MedPerto-e-uma-startup-que-busca-mudar-a-maneira-de-conectar-as-pessoas.-1.png	C:/Users/User/Desktop/tentativa%203/medperto.com.br/wp-content/uploads/2023/11/A-MedPerto-e-uma-startup-que-busca-mudar-a-maneira-de-conectar-as-pessoas.-1.png	(from https://medperto.com.br/wp-content/uploads/elementor/css/post-529.css?ver=1700633364)
11:16:37	5914/5914	---MCZ	200	added ('OK')	text/css	etag:W/%22171a-60ab8e9ea9413%22	https://medperto.com.br/wp-content/uploads/elementor/css/post-530.css?ver=1700639174	C:/Users/User/Desktop/tentativa%203/medperto.com.br/wp-content/uploads/elementor/css/post-5305b8c.css	(from https://medperto.com.br/sobre-nos/)
11:16:37	10562/10562	---MCZ	200	added ('OK')	text/css	etag:W/%222942-60ab7eba211cc%22	https://medperto.com.br/wp-content/uploads/elementor/css/post-531.css?ver=1700634908	C:/Users/User/Desktop/tentativa%203/medperto.com.br/wp-content/uploads/elementor/css/post-5317a0d.css	(from https://medperto.com.br/product-2/)
11:16:41	5807/5807	---MCZ	200	added ('OK')	text/css	etag:W/%2216af-60ab818b344f6%22	https://medperto.com.br/wp-content/uploads/elementor/css/post-533.css?ver=1700635664	C:/Users/User/Desktop/tentativa%203/medperto.com.br/wp-content/uploads/elementor/css/post-533fdcc.css	(from https://medperto.com.br/contact/)
11:16:42	24602/24602	---M--	200	added ('OK')	application/javascript	etag:%22601a-60ab4ae6dc7b9%22	https://medperto.com.br/wp-content/plugins/wpforms-lite/assets/lib/jquery.validate.min.js?ver=1.19.5	C:/Users/User/Desktop/tentativa%203/medperto.com.br/wp-content/plugins/wpforms-lite/assets/lib/jquery.validate.min7e9d.js	(from https://medperto.com.br/contact/)
11:16:46	339/339	---M--	200	added ('OK')	application/javascript	etag:%22153-60ab4ae6c7413%22	https://medperto.com.br/wp-content/plugins/wpforms-lite/assets/js/utils.min.js?ver=1.8.4.1	C:/Users/User/Desktop/tentativa%203/medperto.com.br/wp-content/plugins/wpforms-lite/assets/js/utils.minda65.js	(from https://medperto.com.br/contact/)
11:16:55	1398063/1398063	---M--	200	added ('OK')	image/png	etag:%2215552f-60ab627f4a55c%22	https://medperto.com.br/wp-content/uploads/2023/11/A-MedPerto-e-uma-startup-que-busca-mudar-a-maneira-de-conectar-as-pessoas.-8.png	C:/Users/User/Desktop/tentativa%203/medperto.com.br/wp-content/uploads/2023/11/A-MedPerto-e-uma-startup-que-busca-mudar-a-maneira-de-conectar-as-pessoas.-8.png	(from https://medperto.com.br/wp-content/uploads/elementor/css/post-530.css?ver=1700639174)
11:17:10	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2022%20Nov%202023%2014:17:10%20GMT	https://medperto.com.br/?p=533	C:/Users/User/Desktop/tentativa%203/medperto.com.br/index7414.html	(from https://medperto.com.br/contact/)
11:17:10	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2022%20Nov%202023%2014:17:10%20GMT	https://medperto.com.br/?p=530	C:/Users/User/Desktop/tentativa%203/medperto.com.br/indexde52.html	(from https://medperto.com.br/sobre-nos/)
11:17:13	532/532	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Wed,%2022%20Nov%202023%2014:17:13%20GMT	https://medperto.com.br/wp-json/wp/v2/pages/530	C:/Users/User/Desktop/tentativa%203/medperto.com.br/wp-json/wp/v2/pages/530	(from https://medperto.com.br/sobre-nos/)
11:17:18	41730/41730	---MCZ	200	added ('OK')	text/css	etag:W/%22a302-60ab4ae5ee568%22	https://medperto.com.br/wp-content/plugins/wpforms-lite/assets/css/frontend/classic/wpforms-base.min.css?ver=1.8.4.1	C:/Users/User/Desktop/tentativa%203/medperto.com.br/wp-content/plugins/wpforms-lite/assets/css/frontend/classic/wpforms-base.minda65.css	(from https://medperto.com.br/contact/)
11:17:19	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2022%20Nov%202023%2014:17:15%20GMT	https://medperto.com.br/?p=531	C:/Users/User/Desktop/tentativa%203/medperto.com.br/index7398.html	(from https://medperto.com.br/product-2/)
11:17:20	189230/189230	---M--	200	added ('OK')	image/jpeg	etag:%222e32e-60ab7972d71d0%22	http://medperto.com.br/wp-content/uploads/2023/11/doctor-telemedicine-laptop-6161898.jpg	C:/Users/User/Desktop/tentativa%203/medperto.com.br/wp-content/uploads/2023/11/doctor-telemedicine-laptop-6161898.jpg	(from https://medperto.com.br/wp-content/uploads/elementor/css/post-531.css?ver=1700634908)
11:17:20	37707/37707	---M--	200	added ('OK')	application/javascript	etag:%22934b-60ab4ae6caabc%22	https://medperto.com.br/wp-content/plugins/wpforms-lite/assets/js/wpforms.min.js?ver=1.8.4.1	C:/Users/User/Desktop/tentativa%203/medperto.com.br/wp-content/plugins/wpforms-lite/assets/js/wpforms.minda65.js	(from https://medperto.com.br/contact/)
11:17:20	13813/13813	---MCZ	200	added ('OK')	application/json	date:Wed,%2022%20Nov%202023%2014:17:19%20GMT	https://medperto.com.br/wp-json/wp/v2/pages/530	C:/Users/User/Desktop/tentativa%203/medperto.com.br/wp-json/wp/v2/pages/530	(from https://medperto.com.br/sobre-nos/)
11:17:23	102483/102483	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Nov%202023%2014:17:23%20GMT	https://medperto.com.br/wp-content/plugins/wpforms-lite/assets/pro/images/times-solid-white.svg	C:/Users/User/Desktop/tentativa%203/medperto.com.br/wp-content/plugins/wpforms-lite/assets/pro/images/times-solid-white.svg	(from https://medperto.com.br/wp-content/plugins/wpforms-lite/assets/css/frontend/classic/wpforms-base.min.css?ver=1.8.4.1)
